Name,Value,DOB,Season,Competition,Club ID#,PPG,Goals,Assists,Minutes,Age,Yellow Cards,Double Yellow,Red Card
Christian Benteke,41.85,"Dec 3, 1990",2010,Beker van Belgie,2,3.00,1,-,180',20,- , - , -
Christian Benteke,41.85,"Dec 3, 1990",2010,JPL Playoff II,4,1.75,2,1,243',20,- , - , -
Christian Benteke,41.85,"Dec 3, 1990",2010,Jupiler Pro League,14,1.21,4,-,1.027',20,1 , - , 2
Christian Benteke,41.85,"Dec 3, 1990",2010,Jupiler Pro League,5,1.60,-,-,304',20,- , - , -
Christian Benteke,41.85,"Dec 3, 1990",2011,Beker van Belgie,1,3.00,-,2,90',21,- , - , -
Christian Benteke,41.85,"Dec 3, 1990",2011,Belgian Supercup,1,000,-,-,23',21,- , - , -
Christian Benteke,41.85,"Dec 3, 1990",2011,Champions League Qualifying,2,0.50,-,-,32',21,- , - , -
Christian Benteke,41.85,"Dec 3, 1990",2011,Europa League,2,3.00,-,-,155',21,1 , - , -
Christian Benteke,41.85,"Dec 3, 1990",2011,JPL Playoff I,10,1.80,6,4,836',21,- , - , -
Christian Benteke,41.85,"Dec 3, 1990",2011,Jupiler Pro League,22,1.41,10,4,1.307',21,1 , - , 1
Christian Benteke,41.85,"Dec 3, 1990",2011,Jupiler Pro League,4,1.75,-,1,142',21,- , - , -
Christian Benteke,41.85,"Dec 3, 1990",2012,Europa League,1,000,-,-,90',22,- , - , -
Christian Benteke,41.85,"Dec 3, 1990",2012,Europa League Qualifying,2,3.00,1,-,180',22,- , - , -
Christian Benteke,41.85,"Dec 3, 1990",2012,FA Cup,-,-,-,-,-,22,- , - , -
Christian Benteke,41.85,"Dec 3, 1990",2012,Jupiler Pro League,5,1.80,3,1,436',22,- , - , -
Christian Benteke,41.85,"Dec 3, 1990",2012,League Cup,5,2.40,4,3,480',22,- , - , -
Christian Benteke,41.85,"Dec 3, 1990",2012,Premier League,34,1.15,19,4,2.821',22,7 , 1 , -
Christian Benteke,41.85,"Dec 3, 1990",2013,FA Cup,1,000,-,-,90',23,- , - , -
Christian Benteke,41.85,"Dec 3, 1990",2013,League Cup,1,3.00,1,-,67',23,- , - , -
Christian Benteke,41.85,"Dec 3, 1990",2013,Premier League,26,1.12,10,2,2.128',23,4 , - , -
Christian Vieri,41.83,"Jul 12, 1973",1992,Coppa Italia,1,1.00,-,-,85',19,- , - , -
Christian Vieri,41.83,"Jul 12, 1973",1992,Serie A,1,3.00,-,-,30',19,- , - , -
Christian Vieri,41.83,"Jul 12, 1973",1992,Serie B,18,1.28,2,-,1.035',19,- , - , 1
Christian Vieri,41.83,"Jul 12, 1973",1992,UEFA Cup,-,-,-,-,-,19,- , - , -
Christian Vieri,41.83,"Jul 12, 1973",1993,Coppa Italia,1,000,-,-,27',20,- , - , -
Christian Vieri,41.83,"Jul 12, 1973",1993,Serie B,32,1.13,12,-,2.500',20,- , - , -
Christian Vieri,41.83,"Jul 12, 1973",1994,Serie B,29,1.31,11,-,2.373',21,- , - , 1
Christian Vieri,41.83,"Jul 12, 1973",1995,Coppa Italia,2,2.00,2,-,112',22,- , - , -
Christian Vieri,41.83,"Jul 12, 1973",1995,Serie A,19,1.11,7,-,1.595',22,1 , - , 1
Christian Vieri,41.83,"Jul 12, 1973",1996,Champions League,8,2.13,4,-,561',23,1 , - , -
Christian Vieri,41.83,"Jul 12, 1973",1996,Coppa Italia,4,2.00,1,-,237',23,- , - , -
Christian Vieri,41.83,"Jul 12, 1973",1996,Intercontinental Cup,-,-,-,-,-,23,- , - , -
Christian Vieri,41.83,"Jul 12, 1973",1996,Serie A,23,1.78,8,4,1.322',23,2 , - , -
Christian Vieri,41.83,"Jul 12, 1973",1996,UEFA Super Cup,1,3.00,1,-,22',23,- , - , -
Rodrygo,40.50,"Jan 9, 2001",2020,LaLiga,2.0,2.0,-,1,91',19,- , - , -
Vinícius Júnior,40.50,"Jul 12, 2000",2019,Champions League,5,1.40,1,1,193',19,1 , - , -
Vinícius Júnior,40.50,"Jul 12, 2000",2019,Copa del Rey,3,2.00,1,1,253',19,1 , - , -
Vinícius Júnior,40.50,"Jul 12, 2000",2019,LaLiga,29,2.21,3,2,1.354',19,4 , - , -
Vinícius Júnior,40.50,"Jul 12, 2000",2019,Supercopa,1,3.00,-,-,17',19,- , - , -
Vinícius Júnior,40.50,"Jul 12, 2000",2020,LaLiga,3,2.33,2,-,191',20,- , - , -
Ronaldo,40.50,"Sep 22, 1976",1995,Amstel Cup,3,3.00,1,1,131',19,- , - , -
Ronaldo,40.50,"Sep 22, 1976",1995,PTT Telecomp.,13,2.00,12,3,917',19,- , - , -
Ronaldo,40.50,"Sep 22, 1976",1995,UEFA Cup,5,2.20,6,2,432',19,- , - , -
Ronaldo,40.50,"Sep 22, 1976",1996,Copa del Rey,4,2.50,6,1,360',20,1 , - , -
Ronaldo,40.50,"Sep 22, 1976",1996,Cup Winners' Cup,7,2.14,5,1,600',20,- , - , -
Ronaldo,40.50,"Sep 22, 1976",1996,LaLiga,37,2.22,34,9,3.196',20,4 , - , -
Ronaldo,40.50,"Sep 22, 1976",1996,Supercopa,1,3.00,2,1,90',20,- , - , -
Ronaldo,40.50,"Sep 22, 1976",1997,Coppa Italia,4,1.50,3,-,287',21,- , - , -
Ronaldo,40.50,"Sep 22, 1976",1997,Serie A,32,2.06,25,3,2.872',21,1 , - , -
Ronaldo,40.50,"Sep 22, 1976",1997,UEFA Cup,11,2.27,6,2,983',21,1 , - , -
Ronaldo,40.50,"Sep 22, 1976",1998,Champions League,6,1.83,1,2,422',22,- , - , -
Ronaldo,40.50,"Sep 22, 1976",1998,Coppa Italia,2,1.50,-,-,124',22,- , - , -
Ronaldo,40.50,"Sep 22, 1976",1998,Play-Out Serie A,1,000,-,-,45',22,- , - , -
Ronaldo,40.50,"Sep 22, 1976",1998,Serie A,19,1.32,14,1,1.484',22,1 , - , -
Ronaldo,40.50,"Sep 22, 1976",1999,Coppa Italia,1,000,-,-,6',23,- , - , -
Ronaldo,40.50,"Sep 22, 1976",1999,Serie A,7,1.43,3,-,383',23,2 , - , 1
Diogo Jota,40.23,"Dec 4, 1996",2015,Allianz Cup,2,1.50,-,1,107',19,- , - , -
Diogo Jota,40.23,"Dec 4, 1996",2015,Liga NOS,31,1.52,12,8,2.755',19,6 , - , 1
Diogo Jota,40.23,"Dec 4, 1996",2015,Taça de Portugal Placard,2,1.50,2,1,167',19,1 , - , -
Diogo Jota,40.23,"Dec 4, 1996",2016,Allianz Cup,1,000,-,-,33',20,- , - , -
Diogo Jota,40.23,"Dec 4, 1996",2016,Champions League,8,1.38,1,-,386',20,1 , - , -
Diogo Jota,40.23,"Dec 4, 1996",2016,Liga NOS,27,2.48,8,7,1.452',20,3 , - , -
Diogo Jota,40.23,"Dec 4, 1996",2016,Taça de Portugal Placard,2,1.50,-,-,185',20,- , - , -
Diogo Jota,40.23,"Dec 4, 1996",2017,Championship,44,2.11,17,6,3.625',21,9 , - , -
Diogo Jota,40.23,"Dec 4, 1996",2017,EFL Cup,1,3.00,-,-,21',21,- , - , -
Diogo Jota,40.23,"Dec 4, 1996",2017,FA Cup,1,000,1,-,26',21,- , - , -
Diogo Jota,40.23,"Dec 4, 1996",2018,EFL Cup,1,000,-,-,33',22,1 , - , -
Diogo Jota,40.23,"Dec 4, 1996",2018,FA Cup,3,2.00,1,2,228',22,- , - , -
Diogo Jota,40.23,"Dec 4, 1996",2018,Premier League,33,1.61,9,5,2.369',22,11 , - , -
Diogo Jota,40.23,"Dec 4, 1996",2019,Europa League,8,1.75,6,-,373',23,- , 1 , -
Diogo Jota,40.23,"Dec 4, 1996",2019,Europa League Qualifying,6,3.00,3,5,389',23,1 , - , -
Diogo Jota,40.23,"Dec 4, 1996",2019,Premier League,34,1.44,7,1,2.298',23,4 , - , -
Joelinton,39.60,"Aug 14, 1996",2015,Bundesliga,1.0,0.0,-,-,-,19,- , - , -
Joelinton,39.60,"Aug 14, 1996",2016,Bundesliga,33.0,1.33,8,5,2.386',20,7 , 1 , -
Joelinton,39.60,"Aug 14, 1996",2016,Europa League,6.0,1.0,2,-,418',20,2 , - , -
Joelinton,39.60,"Aug 14, 1996",2016,Europa League Qualifying,4.0,1.75,-,1,335',20,- , - , -
Joelinton,39.60,"Aug 14, 1996",2016,ÖFB-Cup,5.0,2.4,3,1,265',20,- , - , -
Joelinton,39.60,"Aug 14, 1996",2017,Bundesliga,27.0,1.41,7,1,1.703',21,6 , - , 1
Joelinton,39.60,"Aug 14, 1996",2017,ÖFB-Cup,4.0,3.0,1,1,264',21,- , - , -
Joelinton,39.60,"Aug 14, 1996",2018,Bundesliga,28.0,1.43,7,7,2.136',22,5 , - , -
Joelinton,39.60,"Aug 14, 1996",2018,Champions League,5.0,0.6,1,1,389',22,1 , - , -
Joelinton,39.60,"Aug 14, 1996",2018,DFB-Pokal,2.0,1.5,3,1,122',22,- , - , -
Joelinton,39.60,"Aug 14, 1996",2019,FA Cup,6.0,1.83,2,2,421',23,1 , - , -
Joelinton,39.60,"Aug 14, 1996",2019,Premier League,38.0,1.16,2,2,2.697',23,7 , - , -
Joelinton,39.60,"Aug 14, 1996",2015,Série A,5.0,2.2,1,3,369',19,1 , - , -
Andriy Shevchenko,39.49,"Sep 29, 1976",1995,Champions League Qualifying,2,3.00,2,-,180',19,1 , - , -
Andriy Shevchenko,39.49,"Sep 29, 1976",1995,Ukrainian Cup,1,3.00,-,-,90',19,- , - , -
Andriy Shevchenko,39.49,"Sep 29, 1976",1997,Champions League,8,1.50,5,2,720',21,- , - , -
Andriy Shevchenko,39.49,"Sep 29, 1976",1997,Champions League Qualifying,2,1.50,1,-,180',21,1 , - , -
Andriy Shevchenko,39.49,"Sep 29, 1976",1997,Ukrainian Cup,1,3.00,2,-,120',21,- , - , -
Andriy Shevchenko,39.49,"Sep 29, 1976",1998,Champions League,10,1.60,8,-,900',22,- , - , -
Andriy Shevchenko,39.49,"Sep 29, 1976",1998,Champions League Qualifying,4,2.25,2,-,369',22,1 , - , -
Andriy Shevchenko,39.49,"Sep 29, 1976",1998,Ukrainian Cup,1,3.00,2,-,120',22,- , - , -
Andriy Shevchenko,39.49,"Sep 29, 1976",1999,Champions League,6,1.00,1,3,537',23,2 , - , -
Andriy Shevchenko,39.49,"Sep 29, 1976",1999,Coppa Italia,4,1.00,4,1,300',23,- , - , -
Andriy Shevchenko,39.49,"Sep 29, 1976",1999,Serie A,32,1.81,24,3,2.605',23,3 , - , -
Andriy Shevchenko,39.49,"Sep 29, 1976",1999,Supercoppa Italiana,1,000,-,-,90',23,- , - , -
Falcao,38.70,"Feb 10, 1986",2005,Torneo Inicial,7,2.29,7,-,608',19,3 , - , -
Falcao,38.70,"Feb 10, 1986",2006,Torneo Final,8,1.38,2,-,579',20,2 , - , -
Falcao,38.70,"Feb 10, 1986",2006,Torneo Inicial,12,2.08,1,-,445',20,- , - , -
Falcao,38.70,"Feb 10, 1986",2007,Torneo Final,16,1.00,6,1,1.392',21,1 , - , -
Falcao,38.70,"Feb 10, 1986",2007,Torneo Inicial,11,1.45,5,1,837',21,4 , - , -
Falcao,38.70,"Feb 10, 1986",2008,Torneo Final,18,1.50,8,3,1.519',22,1 , - , -
Falcao,38.70,"Feb 10, 1986",2008,Torneo Inicial,14,0.36,5,-,1.140',22,3 , - , -
Falcao,38.70,"Feb 10, 1986",2009,Allianz Cup,2,1.50,-,-,134',23,- , - , -
Falcao,38.70,"Feb 10, 1986",2009,Champions League,8,1.88,4,1,639',23,1 , - , -
Falcao,38.70,"Feb 10, 1986",2009,Liga NOS,28,2.21,25,7,2.321',23,5 , - , -
Falcao,38.70,"Feb 10, 1986",2009,Taça de Portugal Placard,5,3.00,5,2,376',23,- , - , -
Falcao,38.70,"Feb 10, 1986",2007,Copa Sudamericana,1,1.00,-,-,90',21,1 , - , -
Falcao,38.70,"Feb 10, 1986",2007,Libertadores,1,3.00,-,-,63',21,- , - , 1
Falcao,38.70,"Feb 10, 1986",2008,Copa Sudamericana,2,0.50,1,-,166',22,- , - , -
Falcao,38.70,"Feb 10, 1986",2008,Libertadores,7,1.43,4,1,522',22,1 , - , 1
Falcao,38.70,"Feb 10, 1986",2009,Libertadores,4,0.25,2,-,360',23,- , - , -
Robinho,38.70,"Jan 25, 1984",2005,Champions League,8.0,1.38,-,3,599',21,- , - , -
Robinho,38.70,"Jan 25, 1984",2005,Copa del Rey,6.0,2.5,4,-,539',21,- , - , -
Robinho,38.70,"Jan 25, 1984",2005,LaLiga,37.0,1.89,8,6,2.707',21,5 , - , -
Robinho,38.70,"Jan 25, 1984",2006,Champions League,7.0,1.86,1,1,346',22,1 , - , -
Robinho,38.70,"Jan 25, 1984",2006,Copa del Rey,4.0,1.5,1,-,201',22,- , - , -
Robinho,38.70,"Jan 25, 1984",2006,LaLiga,32.0,2.03,6,5,1.959',22,3 , 1 , -
Robinho,38.70,"Jan 25, 1984",2007,Champions League,6.0,1.67,4,4,402',23,2 , - , -
Robinho,38.70,"Jan 25, 1984",2007,Copa del Rey,2.0,0.0,-,-,116',23,- , - , -
Robinho,38.70,"Jan 25, 1984",2007,LaLiga,32.0,2.44,11,8,2.151',23,3 , - , -
Robinho,38.70,"Jan 25, 1984",2007,Supercopa,2.0,0.0,-,-,180',23,- , - , -
Robinho,38.70,"Jan 25, 1984",2003,Copa Sudamericana,6.0,1.5,2,-,482',19,1 , - , -
Robinho,38.70,"Jan 25, 1984",2003,Libertadores,14.0,2.0,4,-,1.154',19,- , - , -
Robinho,38.70,"Jan 25, 1984",2004,Copa Sudamericana,2.0,2.0,-,-,210',20,- , - , -
Robinho,38.70,"Jan 25, 1984",2004,Libertadores,8.0,1.75,4,-,745',20,- , - , 1
Robinho,38.70,"Jan 25, 1984",2005,Libertadores,9.0,1.67,6,-,802',21,- , - , -
Alexis Sánchez,38.25,"Dec 19, 1988",2007,Torneo Final,17,1.12,2,1,1.019',19,3 , - , -
Alexis Sánchez,38.25,"Dec 19, 1988",2007,Torneo Inicial,6,1.17,2,2,223',19,2 , - , -
Alexis Sánchez,38.25,"Dec 19, 1988",2008,Coppa Italia,2,1.50,-,1,148',20,1 , - , -
Alexis Sánchez,38.25,"Dec 19, 1988",2008,Serie A,32,1.47,3,2,1.713',20,5 , - , 1
Alexis Sánchez,38.25,"Dec 19, 1988",2008,UEFA Cup,9,1.89,-,-,557',20,3 , - , -
Alexis Sánchez,38.25,"Dec 19, 1988",2009,Coppa Italia,4,2.25,1,2,345',21,1 , - , -
Alexis Sánchez,38.25,"Dec 19, 1988",2009,Serie A,32,1.19,5,4,2.280',21,5 , - , -
Alexis Sánchez,38.25,"Dec 19, 1988",2010,Coppa Italia,2,1.50,-,1,130',22,1 , - , -
Alexis Sánchez,38.25,"Dec 19, 1988",2010,Serie A,31,1.87,12,10,2.387',22,5 , 1 , -
Alexis Sánchez,38.25,"Dec 19, 1988",2011,Champions League,6,1.83,2,-,356',23,- , - , -
Alexis Sánchez,38.25,"Dec 19, 1988",2011,Club World Cup,1,3.00,-,-,51',23,- , - , -
Alexis Sánchez,38.25,"Dec 19, 1988",2011,Copa del Rey,7,2.43,1,-,456',23,- , - , -
Alexis Sánchez,38.25,"Dec 19, 1988",2011,LaLiga,25,2.32,11,7,1.658',23,4 , - , -
Alexis Sánchez,38.25,"Dec 19, 1988",2011,Supercopa,1,1.00,-,-,90',23,1 , - , -
Alexis Sánchez,38.25,"Dec 19, 1988",2011,UEFA Super Cup,1,3.00,-,-,29',23,- , - , -
Alexis Sánchez,38.25,"Dec 19, 1988",2007,Libertadores,4,2.25,3,1,336',19,- , - , -
Alexis Sánchez,38.25,"Dec 19, 1988",2008,Libertadores,7,1.43,-,-,391',20,3 , - , -
Patrik Schick,37.80,"Jan 24, 1996",2015,MOL Cup,2,1.50,1,-,180',19,- , - , -
Patrik Schick,37.80,"Jan 24, 1996",2015,Synot Liga,27,1.22,7,1,1.925',19,2 , - , -
Patrik Schick,37.80,"Jan 24, 1996",2016,Coppa Italia,3,2.00,2,-,149',20,- , - , -
Patrik Schick,37.80,"Jan 24, 1996",2016,Serie A,32,1.16,11,4,1.504',20,2 , - , -
Patrik Schick,37.80,"Jan 24, 1996",2017,Champions League,3,2.00,-,-,207',21,- , - , -
Patrik Schick,37.80,"Jan 24, 1996",2017,Coppa Italia,1,000,1,-,90',21,- , - , -
Patrik Schick,37.80,"Jan 24, 1996",2017,Serie A,22,1.73,2,-,984',21,- , - , -
Patrik Schick,37.80,"Jan 24, 1996",2018,Champions League,6,1.00,-,-,250',22,1 , - , -
Patrik Schick,37.80,"Jan 24, 1996",2018,Coppa Italia,2,1.50,2,1,180',22,- , - , -
Patrik Schick,37.80,"Jan 24, 1996",2018,Serie A,24,1.75,3,2,1.315',22,4 , - , -
Patrik Schick,37.80,"Jan 24, 1996",2019,Bundesliga,22,1.82,10,2,1.300',23,3 , - , -
Patrik Schick,37.80,"Jan 24, 1996",2019,Champions League,5,2.00,-,1,238',23,- , - , -
Patrik Schick,37.80,"Jan 24, 1996",2019,DFB-Pokal,1,000,-,-,90',23,- , - , -
Patrik Schick,37.80,"Jan 24, 1996",2019,Serie A,-,-,-,-,-,23,- , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2011,Premier League,15.0,0.67,7,3,1.318',19,1 , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2012,Champions League Qualifying,2.0,0.5,-,-,106',20,- , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2012,Europa League,14.0,1.43,2,5,947',20,- , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2012,Super League,29.0,2.1,5,4,1.441',20,- , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2012,Swiss Cup,5.0,3.0,3,2,379',20,2 , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2013,Champions League,6.0,1.33,2,-,532',21,- , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2013,Champions League Qualifying,4.0,2.5,3,1,321',21,2 , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2013,FA Cup,1.0,0.0,-,-,44',21,- , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2013,Premier League,10.0,2.0,2,2,500',21,1 , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2013,Schweizer Cup,1.0,3.0,1,-,77',21,- , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2013,Super League,18.0,1.83,4,5,1.150',21,1 , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2014,Champions League,2.0,3.0,-,-,77',22,- , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2014,Coppa Italia,2.0,1.5,2,-,164',22,- , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2014,Europa League,8.0,1.5,1,1,718',22,1 , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2014,FA Cup,1.0,0.0,-,1,70',22,- , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2014,League Cup,2.0,3.0,-,1,160',22,- , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2014,Premier League,3.0,2.0,-,-,30',22,- , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2014,Serie A,16.0,1.81,6,3,910',22,- , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2015,Champions League,7.0,0.86,1,1,543',23,- , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2015,Coppa Italia,1.0,0.0,-,-,120',23,- , - , -
Mohamed Salah,37.80,"Jun 15, 1992",2015,Serie A,34.0,2.21,14,6,2.739',23,1 , 1 , -
Jackson Martínez,37.80,"Oct 3, 1986",2009,Primera Clausura,13,1.00,9,2,1.093',23,2 , - , -
Jackson Martínez,37.80,"Oct 3, 1986",2009,Fase Final LP II,6,2.33,5,1,487',23,1 , 1 , -
Jackson Martínez,37.80,"Oct 3, 1986",2009,Libertadores,5,1.40,3,1,446',23,1 , - , -
Jackson Martínez,37.80,"Oct 3, 1986",2009,Liga DIMAYOR II,17,2.06,13,2,1.530',23,4 , - , -
Sadio Mané,37.08,"Apr 10, 1992",2011,Ligue 2,19,0.63,1,1,1.171',19,4 , - , -
Sadio Mané,37.08,"Apr 10, 1992",2012,Bundesliga,26,2.23,16,9,2.123',20,6 , 1 , -
Sadio Mané,37.08,"Apr 10, 1992",2012,Championnat National,3,3.00,1,-,202',20,- , - , -
Sadio Mané,37.08,"Apr 10, 1992",2012,Coupe de la Ligue,1,3.00,-,-,88',20,- , - , -
Sadio Mané,37.08,"Apr 10, 1992",2012,ÖFB-Cup,3,2.00,3,1,270',20,1 , - , -
Sadio Mané,37.08,"Apr 10, 1992",2013,Bundesliga,33,2.15,13,13,2.521',21,6 , - , 1
Sadio Mané,37.08,"Apr 10, 1992",2013,Champions League Qualifying,2,0.50,-,-,172',21,1 , - , -
Sadio Mané,37.08,"Apr 10, 1992",2013,Europa League,11,2.55,5,3,865',21,1 , 1 , -
Sadio Mané,37.08,"Apr 10, 1992",2013,ÖFB-Cup,4,3.00,5,2,345',21,- , - , -
Sadio Mané,37.08,"Apr 10, 1992",2014,Bundesliga,4,3.00,2,4,295',22,- , 1 , -
Sadio Mané,37.08,"Apr 10, 1992",2014,Champions League Qualifying,3,2.00,-,-,259',22,- , - , -
Sadio Mané,37.08,"Apr 10, 1992",2014,League Cup,2,1.50,-,1,143',22,1 , - , -
Sadio Mané,37.08,"Apr 10, 1992",2014,Premier League,30,1.37,10,4,2.135',22,5 , - , -
Sadio Mané,37.08,"Apr 10, 1992",2014,ÖFB-Cup,1,3.00,1,-,90',22,- , - , -
Sadio Mané,37.08,"Apr 10, 1992",2015,Europa League Qualifying,3,2.33,1,2,265',23,- , - , -
Sadio Mané,37.08,"Apr 10, 1992",2015,FA Cup,1,000,-,-,90',23,1 , - , -
Sadio Mané,37.08,"Apr 10, 1992",2015,League Cup,2,1.50,3,-,155',23,- , - , -
Sadio Mané,37.08,"Apr 10, 1992",2015,Premier League,37,1.62,11,7,2.606',23,4 , 1 , 1
Malcom,36.90,"Feb 26, 1997",2016,Coupe de France,4.0,2.25,2,-,198',19,- , - , -
Malcom,36.90,"Feb 26, 1997",2016,Coupe de la Ligue,4.0,2.25,-,2,335',19,- , - , -
Malcom,36.90,"Feb 26, 1997",2016,Ligue 1,37.0,1.57,7,5,2.742',19,2 , - , -
Malcom,36.90,"Feb 26, 1997",2017,Coupe de France,1.0,0.0,-,-,77',20,1 , - , -
Malcom,36.90,"Feb 26, 1997",2017,Europa League Qualifying,2.0,1.5,-,1,180',20,- , - , -
Malcom,36.90,"Feb 26, 1997",2017,Ligue 1,35.0,1.54,12,7,2.867',20,2 , - , -
Malcom,36.90,"Feb 26, 1997",2018,Champions League,3.0,1.33,1,-,39',21,- , - , -
Malcom,36.90,"Feb 26, 1997",2018,Copa del Rey,6.0,1.17,2,-,420',21,- , - , -
Malcom,36.90,"Feb 26, 1997",2018,LaLiga,15.0,1.73,1,2,608',21,- , - , -
Malcom,36.90,"Feb 26, 1997",2019,Premier Liga,12.0,2.33,4,1,827',22,- , - , -
Malcom,36.90,"Feb 26, 1997",2019,Russian Cup,3.0,3.0,-,2,298',22,- , - , -
Malcom,36.90,"Feb 26, 1997",2020,Premier Liga,10.0,2.1,1,1,810',23,1 , - , -
Malcom,36.90,"Feb 26, 1997",2020,Russian Super Cup,1.0,3.0,-,-,81',23,- , - , -
Roberto Firmino,36.90,"Oct 2, 1991",2010,Bundesliga,11,0.91,3,-,467',19,1 , - , -
Roberto Firmino,36.90,"Oct 2, 1991",2010,DFB-Pokal,-,-,-,-,-,19,- , - , -
Roberto Firmino,36.90,"Oct 2, 1991",2011,Bundesliga,30,1.37,7,4,2.190',20,4 , - , -
Roberto Firmino,36.90,"Oct 2, 1991",2011,DFB-Pokal,3,2.00,-,-,300',20,- , - , -
Roberto Firmino,36.90,"Oct 2, 1991",2012,Bundesliga,33,0.94,5,3,2.470',21,9 , - , -
Roberto Firmino,36.90,"Oct 2, 1991",2012,Bundesliga Playoffs,2,3.00,2,1,180',21,- , - , -
Roberto Firmino,36.90,"Oct 2, 1991",2012,DFB-Pokal,1,000,-,-,60',21,- , - , -
Roberto Firmino,36.90,"Oct 2, 1991",2013,Bundesliga,33,1.24,16,12,2.915',22,5 , - , -
Roberto Firmino,36.90,"Oct 2, 1991",2013,DFB-Pokal,4,2.25,6,4,382',22,1 , - , -
Roberto Firmino,36.90,"Oct 2, 1991",2014,Bundesliga,33,1.33,7,10,2.918',23,5 , - , -
Roberto Firmino,36.90,"Oct 2, 1991",2014,DFB-Pokal,3,2.00,3,2,283',23,2 , - , -
Roberto Firmino,36.90,"Oct 2, 1991",2010,Série B,36,1.75,8,-,1.938',19,3 , - , -
Andy Carroll,36.90,"Jan 6, 1989",2008,FA Cup,2,0.50,-,-,104',19,- , - , -
Andy Carroll,36.90,"Jan 6, 1989",2008,Premier League,14,0.79,3,1,529',19,2 , - , -
Andy Carroll,36.90,"Jan 6, 1989",2009,Championship,39,2.08,17,12,2.855',20,7 , - , -
Andy Carroll,36.90,"Jan 6, 1989",2009,FA Cup,3,1.33,2,-,202',20,- , - , -
Andy Carroll,36.90,"Jan 6, 1989",2010,Europa League,2,0.50,-,-,123',21,1 , - , -
Andy Carroll,36.90,"Jan 6, 1989",2010,League Cup,1,000,-,-,33',21,- , - , -
Andy Carroll,36.90,"Jan 6, 1989",2010,Premier League,19,1.16,11,7,1.625',21,4 , - , -
Andy Carroll,36.90,"Jan 6, 1989",2010,Premier League,7,1.86,2,-,448',21,1 , - , -
Andy Carroll,36.90,"Jan 6, 1989",2011,FA Cup,6,2.50,4,3,398',22,- , - , -
Andy Carroll,36.90,"Jan 6, 1989",2011,League Cup,6,2.67,1,-,443',22,- , - , -
Andy Carroll,36.90,"Jan 6, 1989",2011,Premier League,35,1.29,4,3,2.063',22,5 , - , -
Andy Carroll,36.90,"Jan 6, 1989",2012,Europa League Qualifying,-,-,-,-,-,23,- , - , -
Andy Carroll,36.90,"Jan 6, 1989",2012,Premier League,2,0.50,-,-,18',23,1 , - , -
Andy Carroll,36.90,"Jan 6, 1989",2012,Premier League,24,1.33,7,4,1.936',23,5 , - , -
Hakim Ziyech,36.00,"Mar 19, 1993",2012,Beloften Eredivisie,6,2.33,3,1,505',19,- , - , -
Hakim Ziyech,36.00,"Mar 19, 1993",2012,Beloften nacompetitie,19,1.00,11,-,1.605',19,2 , - , -
Hakim Ziyech,36.00,"Mar 19, 1993",2012,Eredivisie,3,0.33,-,-,80',19,- , - , -
Hakim Ziyech,36.00,"Mar 19, 1993",2012,Europa League,-,-,-,-,-,19,- , - , -
Hakim Ziyech,36.00,"Mar 19, 1993",2012,Europa League Qualifying,2,1.50,-,1,98',19,1 , - , -
Hakim Ziyech,36.00,"Mar 19, 1993",2012,Play-Offs Europa League,2,000,-,-,164',19,- , - , -
Hakim Ziyech,36.00,"Mar 19, 1993",2012,TOTO KNVB beker,1,3.00,-,-,87',19,- , - , -
Hakim Ziyech,36.00,"Mar 19, 1993",2013,Eredivisie,31,1.61,9,10,2.325',20,7 , - , -
Hakim Ziyech,36.00,"Mar 19, 1993",2013,Play-Offs Europa League,2,1.50,-,-,135',20,- , - , -
Hakim Ziyech,36.00,"Mar 19, 1993",2013,TOTO KNVB beker,3,2.00,2,-,281',20,- , - , -
Hakim Ziyech,36.00,"Mar 19, 1993",2014,Eredivisie,2,0.50,2,-,173',21,1 , - , -
Hakim Ziyech,36.00,"Mar 19, 1993",2014,Eredivisie,31,1.52,11,15,2.725',21,3 , - , -
Hakim Ziyech,36.00,"Mar 19, 1993",2014,Europa League,2,1.00,-,-,156',21,- , - , -
Hakim Ziyech,36.00,"Mar 19, 1993",2014,KNVB Beker,5,2.40,4,2,490',21,1 , - , -
